survey_year,stratum,survey_species,estimate,standard_error
2017,43,SCAU,4812,4347
2017,44,AGWT,10950,5790
2017,44,AMCO,18479,10301
2017,44,AMWI,20248,4215
2017,44,BWTE,251950,68477
2017,44,CAGO,38660,10914
2017,44,CANV,614,590
2017,44,GADW,117761,28155
2017,44,MALL,152228,30583
2017,44,NOPI,18219,8490
2017,44,NSHO,23739,8548
2017,44,POND,127479,15417
2017,44,REDH,912,899
2017,45,AGWT,48667,18313
2017,45,AMCO,208036,79423
2017,45,AMWI,61058,34003
2017,45,BUFF,2899,632
2017,45,BWTE,816479,136075
2017,45,CAGO,164223,29916
2017,45,CANV,32295,8645
2017,45,GADW,567994,94981
2017,45,MALL,800492,116109
2017,45,MERG,887,538
2017,45,NOPI,275712,86701
2017,45,NSHO,333224,74501
2017,45,POND,577010,69458
2017,45,REDH,106594,20755
2017,45,RNDU,13285,5366
2017,45,RUDU,83912,35107
2017,45,SCAU,127559,39888
2017,45,SWAN,437,434
2017,46,AGWT,35175,9060
2017,46,AMCO,75593,22240
2017,46,AMWI,19153,5985
2017,46,BUFF,2011,1401
2017,46,BWTE,392004,62350
2017,46,CAGO,91698,17044
2017,46,CANV,7959,2307
2017,46,GADW,215474,32073
2017,46,MALL,359335,51503
2017,46,MERG,538,544
2017,46,NOPI,78477,13181
2017,46,NSHO,97623,14141
2017,46,POND,266696,26781
2017,46,REDH,31049,6389
2017,46,RNDU,2640,941
2017,46,RUDU,63320,19521
2017,46,SCAU,34178,8498
2017,46,SWAN,53,53
2017,47,AMCO,2076,2010
2017,47,BWTE,6008,2003
2017,47,CAGO,7994,3428
2017,47,CANV,477,462
2017,47,GADW,3667,3548
2017,47,MALL,49842,18073
2017,47,NOPI,1834,1775
2017,47,NSHO,6532,4595
2017,47,POND,26615,7868
2017,47,REDH,2636,2551
2017,47,RNDU,966,936
2017,47,SCAU,651,630
2017,48,AGWT,20805,7208
2017,48,AMCO,69395,42292
2017,48,AMWI,9136,3896
2017,48,BUFF,5948,4049
2017,48,BWTE,505166,80614
2017,48,CAGO,84655,19137
2017,48,CANV,6205,3303
2017,48,GADW,229550,53786
2017,48,MALL,421841,75391
2017,48,MERG,398,385
2017,48,NOPI,87237,22477
2017,48,NSHO,132628,27866
2017,48,POND,209823,24822
2017,48,REDH,16666,5722
2017,48,RNDU,8240,5001
2017,48,RUDU,49428,25076
2017,48,SCAU,35055,12449
2017,49,AGWT,16612,7012
2017,49,AMCO,83051,25921
2017,49,AMWI,6079,3626
2017,49,BWTE,250694,54077
2017,49,CAGO,43916,16918
2017,49,CANV,2847,1684
2017,49,GADW,43522,10938
2017,49,MALL,145971,41721
2017,49,NOPI,5476,2177
2017,49,NSHO,29741,10477
2017,49,POND,124653,27224
2017,49,REDH,17599,7189
2017,49,RNDU,2886,1935
2017,49,RUDU,10436,6966
2017,49,SCAU,2916,1876
2017,50,ABDU,33839,9631
2017,50,AGWT,11034,2642
2017,50,AMWI,8137,5281
2017,50,BUFF,10566,5496
2017,50,BWTE,18175,11968
2017,50,CAGO,154200,52075
2017,50,GADW,3573,2114
2017,50,GOLD,76181,24430
2017,50,MALL,398030,119029
2017,50,MERG,328651,72512
2017,50,NOPI,1563,1521
2017,50,RNDU,83288,23291
2017,50,SCAU,20943,10344
2017,50,SWAN,3526,1766
2017,75,AGWT,124710,32287
2017,75,AMCO,23262,12647
2017,75,AMWI,34636,4939
2017,75,BUFF,69119,12393
2017,75,BWTE,194365,90469
2017,75,CAGO,65985,11050
2017,75,CANV,15058,7411
2017,75,GADW,15906,9745
2017,75,GOLD,52401,21129
2017,75,MALL,282245,95637
2017,75,MERG,9214,3827
2017,75,NOPI,22867,13311
2017,75,NSHO,83816,41929
2017,75,POND,233972,53591
2017,75,REDH,11571,4696
2017,75,RNDU,102916,31181
2017,75,RUDU,17609,17117
2017,75,SCAU,113046,30695
2017,75,SWAN,215,208
2017,76,AGWT,126593,19548
2017,76,AMCO,9660,3119
2017,76,AMWI,76711,14177
2017,76,BUFF,99112,12532
2017,76,BWTE,186719,36209
2017,76,CAGO,52372,11461
2017,76,CANV,6793,3793
2017,76,GADW,14972,3258
2017,76,GOLD,23487,6773
2017,76,MALL,337593,45478
2017,76,NOPI,27855,7310
2017,76,NSHO,116020,20153
2017,76,POND,314514,22410
2017,76,REDH,9094,2917
2017,76,RNDU,87041,21978
2017,76,RUDU,16109,14311
2017,76,SCAU,76610,14165
2017,76,SWAN,2971,984
2017,77,AGWT,800574,149881
2017,77,AMCO,1224,1186
2017,77,AMWI,303349,70651
2017,77,BUFF,235434,55704
2017,77,BWTE,69651,23046
2017,77,CAGO,66216,14515
2017,77,CANV,20189,10586
2017,77,GADW,9479,6629
2017,77,GOLD,90985,37239
2017,77,MALL,454930,80003
2017,77,MERG,13859,8980
2017,77,NOPI,37322,6174
2017,77,NSHO,72545,15433
2017,77,REDH,1616,1755
2017,77,RNDU,448102,91970
2017,77,RUDU,6174,3340
2017,77,SCAU,349274,65826
2017,77,SWAN,3378,1641
2018,1,AGWT,2216,2086
2018,1,AMWI,3644,2604
2018,1,BUFF,928,611
2018,1,GOLD,2703,1884
2018,1,MALL,5346,2015
2018,1,MERG,5547,3199
2018,1,NOPI,4385,2499
2018,1,NSHO,2508,2373
2018,1,RNDU,2007,1323
2018,1,SCAU,2725,2120
2018,1,SWAN,749,445
2018,2,AGWT,5393,3860
2018,2,AMWI,14409,3806
2018,2,BUFF,5083,1931
2018,2,MALL,21681,4647
2018,2,NOPI,1524,999
2018,2,NSHO,6104,3564
2018,2,RNDU,7324,2309
2018,2,SCAU,30673,7464
2018,2,SWAN,2809,1071
2018,3,AGWT,62935,20285
2018,3,AMWI,61567,20687
2018,3,BUFF,20037,7254
2018,3,CANV,11711,10263
2018,3,GOLD,11257,6297
2018,3,MALL,48579,14508
2018,3,MERG,1080,654
2018,3,NOPI,33443,8592
2018,3,NSHO,40837,12943
2018,3,RNDU,12536,6733
2018,3,SCAU,83069,38032
2018,3,SWAN,6166,2184
2018,4,AGWT,120775,26997
2018,4,AMWI,214457,31265
2018,4,BUFF,14167,6482
2018,4,CAGO,3144,1756
2018,4,CANV,54863,27033
2018,4,GOLD,5892,3312
2018,4,MALL,110705,25301
2018,4,MERG,2764,1648
2018,4,NOPI,49159,12076
2018,4,NSHO,69255,20406
2018,4,RNDU,10935,7000
2018,4,SCAU,101489,32137
2018,4,SWAN,3536,881
2018,5,AGWT,16687,6689
2018,5,AMWI,16004,5727
2018,5,CAGO,1810,926
2018,5,GOLD,1131,1199
2018,5,MALL,13976,7256
2018,5,MERG,1193,910
2018,5,NOPI,10220,4494
2018,5,NSHO,19935,6266
2018,5,SCAU,7125,2441
2018,5,SWAN,861,239
2018,6,AGWT,12958,5645
2018,6,AMWI,20545,5179
2018,6,BUFF,1551,702
2018,6,CAGO,1506,880
2018,6,GOLD,1505,1066
2018,6,MALL,18606,4499
2018,6,MERG,1324,638
2018,6,NOPI,12558,2676
2018,6,NSHO,20951,9819
2018,6,RNDU,4190,2409
2018,6,SCAU,9485,4741
2018,6,SWAN,1824,411
2018,7,AGWT,3533,1351
2018,7,AMWI,4357,1020
2018,7,BUFF,148,156
2018,7,CAGO,5175,2116
2018,7,MALL,9375,2921
2018,7,MERG,505,429
2018,7,NOPI,1798,723
2018,7,NSHO,267,252
2018,7,RNDU,1919,898
2018,7,SCAU,869,919
2018,7,SWAN,676,154
2018,8,AGWT,43999,12157
2018,8,AMWI,48841,18035
2018,8,CAGO,634,638
2018,8,GOLD,1583,1594
2018,8,MALL,51003,15705
2018,8,MERG,1671,921
2018,8,NOPI,49494,12540
2018,8,NSHO,11636,5103
2018,8,SCAU,56290,16692
2018,8,SWAN,12938,4606
2018,9,AGWT,122850,34271
2018,9,AMWI,75776,16105
2018,9,BUFF,781,750
2018,9,CAGO,133975,96530
2018,9,CANV,3061,3182
2018,9,GOLD,1516,1460
2018,9,MALL,106910,22762
2018,9,MERG,12264,8353
2018,9,NOPI,243307,42255
2018,9,NSHO,120140,24707
2018,9,SCAU,198935,31279
2018,9,SWAN,60349,10695
2018,10,AGWT,9397,4710
2018,10,AMWI,25898,10221
2018,10,CAGO,22739,7741
2018,10,MALL,11268,10267
2018,10,MERG,5710,6156
2018,10,NOPI,142273,97729
2018,10,NSHO,25560,12251
2018,10,SCAU,24948,14625
2018,10,SWAN,4777,2527
2018,11,AGWT,37802,11265
2018,11,AMWI,86819,15210
2018,11,BUFF,841,822
2018,11,CAGO,13068,6399
2018,11,CANV,7142,5245
2018,11,MALL,41705,13407
2018,11,MERG,574,562
2018,11,NOPI,85508,23111
2018,11,NSHO,42844,9989
2018,11,SCAU,108216,48795
2018,11,SWAN,15035,5206
2018,12,AGWT,10477,5183
2018,12,AMWI,24896,11625
2018,12,BUFF,984,405
2018,12,CAGO,2736,1421
2018,12,CANV,8076,4669
2018,12,GOLD,3216,1458
2018,12,MALL,11595,4779
2018,12,MERG,4809,4193
2018,12,NOPI,16884,5976
2018,12,NSHO,6996,5421
2018,12,SCAU,45902,19848
2018,12,SWAN,390,142
2018,13,AGWT,17273,4510
2018,13,AMCO,649,646
2018,13,AMWI,192396,63584
2018,13,BUFF,1217,720
2018,13,CAGO,2289,2288
2018,13,CANV,32810,10413
2018,13,GADW,5023,1666
2018,13,GOLD,6959,4355
2018,13,MALL,77344,19120
2018,13,MERG,1749,1107
2018,13,NOPI,52743,17915
2018,13,NSHO,56706,19589
2018,13,REDH,1713,1002
2018,13,RNDU,27677,6007
2018,13,SCAU,72209,18302
2018,13,SWAN,2479,163
2018,14,AGWT,106086,27956
2018,14,AMWI,275130,65952
2018,14,BUFF,10611,4568
2018,14,CAGO,66500,14899
2018,14,CANV,3392,3176
2018,14,GADW,1327,1333
2018,14,GOLD,14182,6455
2018,14,MALL,213486,49185
2018,14,MERG,4435,4025
2018,14,NOPI,155585,55164
2018,14,NSHO,28944,12191
2018,14,REDH,1358,1364
2018,14,RNDU,106160,36268
2018,14,SCAU,544769,90154
2018,14,SWAN,15496,6196
2018,15,AGWT,87358,39614
2018,15,AMWI,51897,10311
2018,15,BUFF,14365,2923
2018,15,CAGO,33437,6158
2018,15,CANV,2405,2960
2018,15,GOLD,10056,2910
2018,15,MALL,134844,37696
2018,15,MERG,1179,922
2018,15,NOPI,49399,4482
2018,15,NSHO,12963,9614
2018,15,RNDU,54125,16898
2018,15,SCAU,245597,39276
2018,15,SWAN,464,575
2018,16,AGWT,10233,6993
2018,16,AMWI,105374,23224
2018,16,BUFF,40385,13535
2018,16,CAGO,18078,7554
2018,16,GOLD,42408,18377
2018,16,MALL,32188,15055
2018,16,MERG,23208,7981
2018,16,NOPI,46872,14242
2018,16,RNDU,47225,8535
2018,16,SCAU,327303,74672
2018,16,SWAN,653,439
2018,17,AGWT,324766,88778
2018,17,AMCO,2205,1931
2018,17,AMWI,165683,46085
2018,17,BUFF,56894,15232
2018,17,BWTE,96516,32806
2018,17,CAGO,40193,14950
2018,17,CANV,6062,3863
2018,17,GADW,9961,6642
2018,17,GOLD,182491,80052
2018,17,MALL,259709,63628
2018,17,MERG,10106,5095
2018,17,NOPI,70969,17441
2018,17,NSHO,109449,27706
2018,17,REDH,1456,717
2018,17,RNDU,116662,28290
2018,17,RUDU,4171,2992
2018,17,SCAU,239565,55776
2018,17,SWAN,1404,984
2018,18,AGWT,48392,27138
2018,18,AMWI,93090,40322
2018,18,BUFF,38975,13924
2018,18,CAGO,4885,1509
2018,18,GOLD,9550,7553
2018,18,MALL,48322,9241
2018,18,MERG,3360,1843
2018,18,NOPI,21110,6470
2018,18,RNDU,60261,18844
2018,18,SCAU,163562,72303
2018,20,AGWT,11097,4153
2018,20,AMCO,6428,3764
2018,20,AMWI,27939,19572
2018,20,BUFF,3798,1468
2018,20,BWTE,37003,10673
2018,20,CAGO,7281,2974
2018,20,CANV,34957,24435
2018,20,GADW,2459,1264
2018,20,GOLD,8759,4494
2018,20,MALL,59281,17129
2018,20,MERG,385,370
2018,20,NOPI,11564,3972
2018,20,NSHO,29815,15854
2018,20,REDH,18079,5488
2018,20,RNDU,15647,5766
2018,20,RUDU,14713,4342
2018,20,SCAU,9724,2618
2018,21,AGWT,19474,5490
2018,21,AMWI,14911,5688
2018,21,BUFF,25489,5939
2018,21,BWTE,1449,1441
2018,21,CAGO,45209,7379
2018,21,CANV,2254,1280
2018,21,GOLD,12447,4463
2018,21,MALL,112990,26815
2018,21,MERG,46154,20589
2018,21,NOPI,579,582
2018,21,RNDU,53981,12591
2018,21,SCAU,67862,10485
2018,21,SWAN,326,236
2018,22,AGWT,31554,6386
2018,22,AMCO,1169,1140
2018,22,AMWI,26919,11613
2018,22,BUFF,33998,10364
2018,22,BWTE,11568,11292
2018,22,CAGO,43301,12449
2018,22,CANV,2571,1820
2018,22,GADW,1509,1471
2018,22,GOLD,5806,3067
2018,22,MALL,126116,26334
2018,22,MERG,31450,14350
2018,22,NOPI,3960,2254
2018,22,NSHO,6062,3088
2018,22,REDH,2315,1839
2018,22,RNDU,60374,13650
2018,22,RUDU,1474,1389
2018,22,SCAU,19160,5336
2018,22,SWAN,248,250
2018,23,AGWT,32618,10292
2018,23,AMWI,7909,3750
2018,23,BUFF,61220,16899
2018,23,CAGO,39006,8506
2018,23,CANV,1196,1172
2018,23,GOLD,19206,6623
2018,23,MALL,141684,34888
2018,23,MERG,87389,23526
2018,23,NOPI,2456,1876
2018,23,NSHO,1611,1632
2018,23,RNDU,94102,31337
2018,23,SCAU,56220,13930
2018,23,SWAN,231,234
2018,24,AGWT,37090,6389
2018,24,AMWI,74941,23275
2018,24,BUFF,58010,14059
2018,24,BWTE,4370,3127
2018,24,CAGO,134059,29008
2018,24,CANV,11897,12427
2018,24,GADW,1995,1947
2018,24,GOLD,10237,7155
2018,24,MALL,307468,59934
2018,24,MERG,182157,96496
2018,24,RNDU,220327,46082
2018,24,RUDU,4872,3245
2018,24,SCAU,53597,24211
2018,24,SWAN,3117,1026
2018,25,AGWT,22916,4874
2018,25,AMCO,2132,457
2018,25,AMWI,14214,3733
2018,25,BUFF,12503,3677
2018,25,BWTE,16578,7417
2018,25,CAGO,32909,4967
2018,25,CANV,21539,5638
2018,25,GADW,2408,2348
2018,25,GOLD,3824,2000
2018,25,MALL,68826,14026
2018,25,MERG,12525,3025
2018,25,NOPI,8427,5522
2018,25,NSHO,10267,3921
2018,25,REDH,3871,2953
2018,25,RNDU,67398,21145
2018,25,RUDU,672,656
2018,25,SCAU,33829,17051
2018,25,SWAN,8939,7017
2018,26,AGWT,129660,28116
2018,26,AMCO,172762,56390
2018,26,AMWI,119864,23727
2018,26,BUFF,107771,28171
2018,26,BWTE,708533,142816
2018,26,CAGO,223571,38613
2018,26,CANV,54675,12594
2018,26,GADW,189130,54238
2018,26,GOLD,25696,6041
2018,26,MALL,687909,86043
2018,26,MERG,2154,1648
2018,26,NOPI,83813,21724
2018,26,NSHO,418317,76492
2018,26,POND,600352,54464
2018,26,REDH,191748,34437
2018,26,RNDU,32881,13756
2018,26,RUDU,68533,19949
2018,26,SCAU,161590,34046
2018,27,AGWT,19273,4296
2018,27,AMCO,39955,8164
2018,27,AMWI,44347,10577
2018,27,BUFF,2258,1641
2018,27,BWTE,201907,49298
2018,27,CAGO,39363,11955
2018,27,CANV,8024,2277
2018,27,GADW,70543,20546
2018,27,GOLD,1677,515
2018,27,MALL,222140,37460
2018,27,MERG,417,430
2018,27,NOPI,60607,12440
2018,27,NSHO,197564,38669
2018,27,POND,197911,13636
2018,27,REDH,29297,10541
2018,27,RNDU,6607,1970
2018,27,RUDU,6767,3924
2018,27,SCAU,33582,8888
2018,27,SWAN,323,334
2018,28,AGWT,18534,9142
2018,28,AMCO,15199,11274
2018,28,AMWI,26636,10899
2018,28,BUFF,2763,1290
2018,28,BWTE,153316,49956
2018,28,CAGO,44512,7257
2018,28,CANV,5524,2778
2018,28,GADW,66132,11034
2018,28,GOLD,3592,2823
2018,28,MALL,209552,25822
2018,28,MERG,511,508
2018,28,NOPI,102160,23380
2018,28,NSHO,242728,51523
2018,28,POND,204452,21657
2018,28,REDH,10085,5627
2018,28,RNDU,1733,1694
2018,28,RUDU,11180,6215
2018,28,SCAU,40428,13187
2018,28,SWAN,99,98
2018,29,AGWT,22407,13938
2018,29,AMCO,67203,36675
2018,29,AMWI,17298,6214
2018,29,BUFF,2161,1291
2018,29,BWTE,107283,29060
2018,29,CAGO,49977,9117
2018,29,CANV,4321,1870
2018,29,GADW,92688,35283
2018,29,GOLD,2409,1442
2018,29,MALL,208270,22526
2018,29,NOPI,97290,24675
2018,29,NSHO,168620,58476
2018,29,POND,176261,36844
2018,29,REDH,13440,4406
2018,29,RNDU,2711,1793
2018,29,RUDU,3887,1666
2018,29,SCAU,24246,13498
2018,29,SWAN,774,520
2018,30,AGWT,78454,13776
2018,30,AMCO,112898,36474
2018,30,AMWI,47307,8210
2018,30,BUFF,108613,23196
2018,30,BWTE,269509,35669
2018,30,CAGO,137883,22585
2018,30,CANV,44187,17011
2018,30,GADW,216658,42408
2018,30,GOLD,16638,7273
2018,30,MALL,447547,45096
2018,30,MERG,1865,1160
2018,30,NOPI,36847,6705
2018,30,NSHO,187033,24893
2018,30,POND,343056,34785
2018,30,REDH,95227,25516
2018,30,RNDU,41139,16493
2018,30,RUDU,81460,60981
2018,30,SCAU,110155,32709
2018,31,AGWT,51439,10637
2018,31,AMCO,99950,50165
2018,31,AMWI,25677,11639
2018,31,BUFF,77099,28747
2018,31,BWTE,261577,86541
2018,31,CAGO,172720,47747
2018,31,CANV,46010,15395
2018,31,GADW,140991,35796
2018,31,GOLD,25420,15508
2018,31,MALL,349087,52287
2018,31,MERG,2999,1968
2018,31,NOPI,14266,4805
2018,31,NSHO,119086,32895
2018,31,POND,346804,61865
2018,31,REDH,105042,46588
2018,31,RNDU,46384,16298
2018,31,RUDU,55082,29360
2018,31,SCAU,58498,23090
2018,31,SWAN,290,158
2018,32,AGWT,60916,15837
2018,32,AMCO,64446,19500
2018,32,AMWI,121101,22736
2018,32,BUFF,8522,3559
2018,32,BWTE,692469,89624
2018,32,CAGO,151652,22951
2018,32,CANV,36229,9372
2018,32,GADW,545917,64080
2018,32,GOLD,2425,2409
2018,32,MALL,592086,72333
2018,32,NOPI,122707,24725
2018,32,NSHO,476578,70533
2018,32,POND,554663,61823
2018,32,REDH,43153,16076
2018,32,RNDU,19553,5709
2018,32,RUDU,79607,30488
2018,32,SCAU,150738,33310
2018,33,AGWT,7512,3417
2018,33,AMCO,10961,2455
2018,33,AMWI,26988,8203
2018,33,BWTE,74784,16236
2018,33,CAGO,25529,5110
2018,33,CANV,5729,2149
2018,33,GADW,68519,16167
2018,33,GOLD,2301,2231
2018,33,MALL,130725,18080
2018,33,NOPI,68418,18622
2018,33,NSHO,83659,22504
2018,33,POND,122674,17598
2018,33,REDH,5488,3136
2018,33,RNDU,1855,1798
2018,33,SCAU,20604,10565
2018,34,AGWT,96707,24810
2018,34,AMCO,49375,29173
2018,34,AMWI,39501,9508
2018,34,BUFF,32873,12326
2018,34,BWTE,244581,48769
2018,34,CAGO,165649,33618
2018,34,CANV,58367,11892
2018,34,GADW,179890,36422
2018,34,GOLD,2900,2121
2018,34,MALL,406802,37680
2018,34,MERG,765,739
2018,34,NOPI,17735,3647
2018,34,NSHO,146146,28540
2018,34,POND,406454,70617
2018,34,REDH,34687,13008
2018,34,RNDU,8718,3267
2018,34,RUDU,8618,2975
2018,34,SCAU,55129,21561
2018,35,AGWT,28920,11703
2018,35,AMCO,18902,11942
2018,35,AMWI,11250,2919
2018,35,BUFF,8345,5780
2018,35,BWTE,157275,42841
2018,35,CAGO,66489,17549
2018,35,CANV,17725,8381
2018,35,GADW,66429,13994
2018,35,GOLD,6082,5084
2018,35,MALL,167269,21027
2018,35,NOPI,8669,3583
2018,35,NSHO,53499,15895
2018,35,POND,162021,17883
2018,35,REDH,6347,2583
2018,35,RNDU,3983,2470
2018,35,RUDU,4930,2319
2018,35,SCAU,14081,7401
2018,36,AGWT,6477,4059
2018,36,AMWI,3780,1516
2018,36,BUFF,3146,1335
2018,36,BWTE,12805,9121
2018,36,CAGO,8704,1671
2018,36,CANV,10493,9360
2018,36,GADW,501,446
2018,36,GOLD,6409,5709
2018,36,MALL,22736,11635
2018,36,MERG,4930,829
2018,36,NSHO,3205,2860
2018,36,POND,59503,14870
2018,36,REDH,8390,2480
2018,36,RNDU,10036,9175
2018,36,SCAU,2872,1919
2018,37,AGWT,29071,5628
2018,37,AMCO,3017,1007
2018,37,AMWI,3724,1914
2018,37,BUFF,22036,7274
2018,37,BWTE,46893,8733
2018,37,CAGO,79107,17725
2018,37,CANV,19345,12121
2018,37,GADW,9657,2746
2018,37,GOLD,24321,11924
2018,37,MALL,162667,32909
2018,37,MERG,7401,3766
2018,37,NOPI,1448,731
2018,37,NSHO,16838,3517
2018,37,POND,189153,33772
2018,37,REDH,38147,30673
2018,37,RNDU,35741,9055
2018,37,RUDU,15292,11555
2018,37,SCAU,20862,8579
2018,37,SWAN,3942,2936
2018,38,AGWT,1226,566
2018,38,AMWI,1073,332
2018,38,BUFF,298,226
2018,38,BWTE,7929,2641
2018,38,CAGO,17804,5205
2018,38,GADW,1897,1037
2018,38,MALL,40272,5294
2018,38,NOPI,313,357
2018,38,NSHO,1213,919
2018,38,POND,41640,8301
2018,39,AGWT,17350,5968
2018,39,AMCO,43486,39043
2018,39,AMWI,1473,729
2018,39,BUFF,5668,1530
2018,39,BWTE,160097,53657
2018,39,CAGO,44268,7893
2018,39,CANV,13197,3059
2018,39,GADW,58590,23764
2018,39,GOLD,832,784
2018,39,MALL,118355,20105
2018,39,MERG,1646,1262
2018,39,NOPI,6122,2852
2018,39,NSHO,43075,13066
2018,39,POND,105272,15215
2018,39,REDH,20115,8186
2018,39,RNDU,17595,7472
2018,39,RUDU,30181,19378
2018,39,SCAU,16983,8510
2018,39,SWAN,106,119
2018,40,AGWT,30652,6390
2018,40,AMCO,102994,29131
2018,40,AMWI,1605,492
2018,40,BUFF,27098,6388
2018,40,BWTE,112998,55067
2018,40,CAGO,65766,12572
2018,40,CANV,37526,10594
2018,40,GADW,30169,8371
2018,40,GOLD,5184,2675
2018,40,MALL,116451,18114
2018,40,NOPI,3211,744
2018,40,NSHO,44912,20552
2018,40,POND,149934,25972
2018,40,REDH,68283,14795
2018,40,RNDU,12340,4959
2018,40,RUDU,32205,15515
2018,40,SCAU,41412,12678
2018,40,SWAN,199,212
2018,41,AGWT,11324,3525
2018,41,AMCO,203513,94133
2018,41,AMWI,80322,27577
2018,41,BUFF,622,580
2018,41,BWTE,91733,23060
2018,41,CAGO,60947,12460
2018,41,CANV,16372,5899
2018,41,GADW,193488,41743
2018,41,MALL,173909,37453
2018,41,MERG,2732,963
2018,41,NOPI,87995,23272
2018,41,NSHO,210692,52273
2018,41,POND,257294,50864
2018,41,REDH,22452,12145
2018,41,RNDU,2122,780
2018,41,RUDU,10646,3346
2018,41,SCAU,7786,3288
2018,41,SWAN,132,123
2018,42,AGWT,4616,2010
2018,42,AMCO,36308,29210
2018,42,AMWI,26346,9238
2018,42,BUFF,1584,1050
2018,42,BWTE,53932,15648
2018,42,CAGO,41536,11902
2018,42,CANV,4859,2808
2018,42,GADW,76881,19044
2018,42,MALL,94004,16062
2018,42,NOPI,22397,7355
2018,42,NSHO,43159,13628
2018,42,POND,246498,54114
2018,42,REDH,1167,816
2018,42,RNDU,400,384
2018,42,SCAU,3654,1604
2018,43,AGWT,11054,3051
2018,43,AMCO,10433,10663
2018,43,AMWI,7408,5100
2018,43,BUFF,542,554
2018,43,BWTE,118385,42167
2018,43,CAGO,39950,13591
2018,43,CANV,6649,3757
2018,43,GADW,89731,21742
2018,43,MALL,130836,33916
2018,43,MERG,595,609
2018,43,NOPI,36246,9706
2018,43,NSHO,48130,16167
2018,43,POND,110643,22101
2018,43,REDH,5591,2683
2018,43,RNDU,2055,1584
2018,43,RUDU,619,612
2018,43,SCAU,10357,6400
2018,44,AGWT,22133,8854
2018,44,AMWI,4153,1506
2018,44,BUFF,2430,2331
2018,44,BWTE,134471,38245
2018,44,CAGO,33034,9087
2018,44,CANV,621,613
2018,44,GADW,62104,13505
2018,44,MALL,161156,33028
2018,44,MERG,668,709
2018,44,NOPI,46591,13705
2018,44,NSHO,85255,19171
2018,44,POND,138520,26245
2018,44,REDH,1343,831
2018,44,RNDU,1843,1208
2018,44,SCAU,6407,2732
2018,45,AGWT,34218,9324
2018,45,AMCO,76711,22669
2018,45,AMWI,101639,42286
2018,45,BUFF,4053,1225
2018,45,BWTE,659954,105215
2018,45,CAGO,168808,29411
2018,45,CANV,36668,8646
2018,45,GADW,310020,76432
2018,45,MALL,631599,95737
2018,45,MERG,891,642
2018,45,NOPI,148580,31296
2018,45,NSHO,327666,67641
2018,45,POND,255506,25816
2018,45,REDH,75484,15084
2018,45,RNDU,7407,2499
2018,45,RUDU,59962,21274
2018,45,SCAU,120309,38783
2018,46,AGWT,49555,15568
2018,46,AMCO,174711,41377
2018,46,AMWI,15934,4443
2018,46,BUFF,1746,782
2018,46,BWTE,483307,65797
2018,46,CAGO,78018,13658
2018,46,CANV,15798,6820
2018,46,GADW,155259,32753
2018,46,MALL,355107,52884
2018,46,MERG,1096,824
2018,46,NOPI,79205,16358
2018,46,NSHO,154586,18860
2018,46,POND,191335,15446
2018,46,REDH,64158,14165
2018,46,RNDU,10361,4246
2018,46,RUDU,82340,26453
2018,46,SCAU,130432,26287
2018,46,SWAN,106,105
2018,47,AGWT,8165,4899
2018,47,AMCO,18535,17267
2018,47,BWTE,41366,28787
2018,47,CAGO,3708,1686
2018,47,CANV,1539,1490
2018,47,GADW,11532,10557
2018,47,MALL,43816,24553
2018,47,NOPI,10087,9116
2018,47,NSHO,26031,22048
2018,47,POND,18098,6865
2018,47,REDH,1546,1497
2018,47,RUDU,461,446
2018,47,SCAU,603,584
2018,47,SWAN,350,338
2018,48,AGWT,36903,12649
2018,48,AMCO,95452,27365
2018,48,AMWI,13185,4967
2018,48,BUFF,1115,549
2018,48,BWTE,710475,91415
2018,48,CAGO,73601,19380
2018,48,CANV,5564,3494
2018,48,GADW,153764,41036
2018,48,MALL,353999,57926
2018,48,MERG,408,395
2018,48,NOPI,124946,31539
2018,48,NSHO,260457,38716
2018,48,POND,214186,18726
2018,48,REDH,40339,16325
2018,48,RNDU,16357,8442
2018,48,RUDU,36020,18535
2018,48,SCAU,36807,12345
2018,49,AGWT,42526,21626
2018,49,AMCO,123920,38694
2018,49,AMWI,9350,3321
2018,49,BUFF,1317,969
2018,49,BWTE,383957,62089
2018,49,CAGO,37636,11207
2018,49,CANV,1644,1403
2018,49,GADW,36964,8895
2018,49,MALL,151458,33355
2018,49,NOPI,15829,5345
2018,49,NSHO,45263,18949
2018,49,POND,135160,11892
2018,49,REDH,20417,8955
2018,49,RNDU,730,804
2018,49,RUDU,7875,3552
2018,49,SCAU,19013,9129
2018,50,ABDU,92292,19829
2018,50,AGWT,43728,11230
2018,50,AMWI,8322,3285
2018,50,BUFF,31391,16894
2018,50,BWTE,37177,22997
2018,50,CAGO,159388,50980
2018,50,CANV,3113,3186
2018,50,GADW,1827,1764
2018,50,GOLD,60923,17053
2018,50,MALL,519716,128269
2018,50,MERG,390700,92064
2018,50,NOPI,6395,4566
2018,50,NSHO,4195,2564
2018,50,REDH,13084,13017
2018,50,RNDU,152972,42539
2018,50,RUDU,19634,15319
2018,50,SCAU,37484,13792
2018,50,SWAN,5108,2138
2018,75,AGWT,53651,22659
2018,75,AMCO,40095,25967
2018,75,AMWI,59571,16950
2018,75,BUFF,104923,20273
2018,75,BWTE,87608,33661
2018,75,CAGO,62536,14691
2018,75,CANV,26191,9973
2018,75,GADW,19072,13258
